"initial_alias","converted_alias","name","description","namespace"
"GO:0045202","ENSMUSG00000004113","Cacna1b","calcium channel, voltage-dependent, N type, alpha 1B subunit [Source:MGI Symbol;Acc:MGI:88296]","GO"
"GO:0045202","ENSMUSG00000004264","Phb2","prohibitin 2 [Source:MGI Symbol;Acc:MGI:102520]","GO"
"GO:0045202","ENSMUSG00000004267","Eno2","enolase 2, gamma neuronal [Source:MGI Symbol;Acc:MGI:95394]","GO"
"GO:0045202","ENSMUSG00000004317","Clcn5","chloride channel, voltage-sensitive 5 [Source:MGI Symbol;Acc:MGI:99486]","GO"
"GO:0045202","ENSMUSG00000004319","Clcn3","chloride channel, voltage-sensitive 3 [Source:MGI Symbol;Acc:MGI:103555]","GO"
"GO:0045202","ENSMUSG00000004455","Ppp1cc","protein phosphatase 1 catalytic subunit gamma [Source:MGI Symbol;Acc:MGI:104872]","GO"
"GO:0045202","ENSMUSG00000004558","Ndrg2","N-myc downstream regulated gene 2 [Source:MGI Symbol;Acc:MGI:1352498]","GO"
"GO:0045202","ENSMUSG00000004633","Chn2","chimerin 2 [Source:MGI Symbol;Acc:MGI:1917243]","GO"
"GO:0045202","ENSMUSG00000004655","Aqp1","aquaporin 1 [Source:MGI Symbol;Acc:MGI:103201]","GO"
"GO:0045202","ENSMUSG00000004771","Rab11a","RAB11A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:1858202]","GO"
"GO:0045202","ENSMUSG00000004815","Dgkq","diacylglycerol kinase, theta [Source:MGI Symbol;Acc:MGI:102918]","GO"
"GO:0045202","ENSMUSG00000004837","Grap","GRB2-related adaptor protein [Source:MGI Symbol;Acc:MGI:1918770]","GO"
"GO:0045202","ENSMUSG00000004843","Chmp2b","charged multivesicular body protein 2B [Source:MGI Symbol;Acc:MGI:1916192]","GO"
"GO:0045202","ENSMUSG00000004849","Ap1s1","adaptor protein complex AP-1, sigma 1 [Source:MGI Symbol;Acc:MGI:1098244]","GO"
"GO:0045202","ENSMUSG00000004892","Bcan","brevican [Source:MGI Symbol;Acc:MGI:1096385]","GO"
"GO:0045202","ENSMUSG00000004931","Apba3","amyloid beta (A4) precursor protein-binding, family A, member 3 [Source:MGI Symbol;Acc:MGI:1888527]","GO"
"GO:0045202","ENSMUSG00000004936","Map2k1","mitogen-activated protein kinase kinase 1 [Source:MGI Symbol;Acc:MGI:1346866]","GO"
"GO:0045202","ENSMUSG00000004937","Sgta","small glutamine-rich tetratricopeptide repeat (TPR)-containing, alpha [Source:MGI Symbol;Acc:MGI:1098703]","GO"
"GO:0045202","ENSMUSG00000004951","Hspb1","heat shock protein 1 [Source:MGI Symbol;Acc:MGI:96240]","GO"
"GO:0045202","ENSMUSG00000004961","Syt5","synaptotagmin V [Source:MGI Symbol;Acc:MGI:1926368]","GO"
"GO:0045202","ENSMUSG00000004980","Hnrnpa2b1","heterogeneous nuclear ribonucleoprotein A2/B1 [Source:MGI Symbol;Acc:MGI:104819]","GO"
"GO:0045202","ENSMUSG00000005089","Slc1a2","solute carrier family 1 (glial high affinity glutamate transporter), member 2 [Source:MGI Symbol;Acc:MGI:101931]","GO"
"GO:0045202","ENSMUSG00000005125","Ndrg1","N-myc downstream regulated gene 1 [Source:MGI Symbol;Acc:MGI:1341799]","GO"
"GO:0045202","ENSMUSG00000005338","Cadm3","cell adhesion molecule 3 [Source:MGI Symbol;Acc:MGI:2137858]","GO"
"GO:0045202","ENSMUSG00000005357","Slc1a6","solute carrier family 1 (high affinity aspartate/glutamate transporter), member 6 [Source:MGI Symbol;Acc:MGI:1096331]","GO"
"GO:0045202","ENSMUSG00000005360","Slc1a3","solute carrier family 1 (glial high affinity glutamate transporter), member 3 [Source:MGI Symbol;Acc:MGI:99917]","GO"
"GO:0045202","ENSMUSG00000005469","Prkaca","protein kinase, cAMP dependent, catalytic, alpha [Source:MGI Symbol;Acc:MGI:97592]","GO"
"GO:0045202","ENSMUSG00000005483","Dnajb1","DnaJ heat shock protein family (Hsp40) member B1 [Source:MGI Symbol;Acc:MGI:1931874]","GO"
"GO:0045202","ENSMUSG00000005534","Insr","insulin receptor [Source:MGI Symbol;Acc:MGI:96575]","GO"
"GO:0045202","ENSMUSG00000005583","Mef2c","myocyte enhancer factor 2C [Source:MGI Symbol;Acc:MGI:99458]","GO"
"GO:0045202","ENSMUSG00000005886","Ncoa2","nuclear receptor coactivator 2 [Source:MGI Symbol;Acc:MGI:1276533]","GO"
"GO:0045202","ENSMUSG00000005950","P2rx5","purinergic receptor P2X, ligand-gated ion channel, 5 [Source:MGI Symbol;Acc:MGI:2137026]","GO"
"GO:0045202","ENSMUSG00000005952","Trpv1","transient receptor potential cation channel, subfamily V, member 1 [Source:MGI Symbol;Acc:MGI:1341787]","GO"
"GO:0045202","ENSMUSG00000006021","Kptn","kaptin [Source:MGI Symbol;Acc:MGI:1890380]","GO"
"GO:0045202","ENSMUSG00000006024","Napa","N-ethylmaleimide sensitive fusion protein attachment protein alpha [Source:MGI Symbol;Acc:MGI:104563]","GO"
"GO:0045202","ENSMUSG00000006134","Crkl","v-crk avian sarcoma virus CT10 oncogene homolog-like [Source:MGI Symbol;Acc:MGI:104686]","GO"
"GO:0045202","ENSMUSG00000006269","Atp6v1b1","ATPase, H+ transporting, lysosomal V1 subunit B1 [Source:MGI Symbol;Acc:MGI:103285]","GO"
"GO:0045202","ENSMUSG00000006304","Arpc2","actin related protein 2/3 complex, subunit 2 [Source:MGI Symbol;Acc:MGI:1923959]","GO"
"GO:0045202","ENSMUSG00000006333","Rps9","ribosomal protein S9 [Source:MGI Symbol;Acc:MGI:1924096]","GO"
"GO:0045202","ENSMUSG00000006373","Pgrmc1","progesterone receptor membrane component 1 [Source:MGI Symbol;Acc:MGI:1858305]","GO"
"GO:0045202","ENSMUSG00000006435","Neurl1a","neuralized E3 ubiquitin protein ligase 1A [Source:MGI Symbol;Acc:MGI:1334263]","GO"
"GO:0045202","ENSMUSG00000006476","Nsmf","NMDA receptor synaptonuclear signaling and neuronal migration factor [Source:MGI Symbol;Acc:MGI:1861755]","GO"
"GO:0045202","ENSMUSG00000006699","Cdc42","cell division cycle 42 [Source:MGI Symbol;Acc:MGI:106211]","GO"
"GO:0045202","ENSMUSG00000006930","Hap1","huntingtin-associated protein 1 [Source:MGI Symbol;Acc:MGI:1261831]","GO"
"GO:0045202","ENSMUSG00000006932","Ctnnb1","catenin (cadherin associated protein), beta 1 [Source:MGI Symbol;Acc:MGI:88276]","GO"
"GO:0045202","ENSMUSG00000007021","Syngr3","synaptogyrin 3 [Source:MGI Symbol;Acc:MGI:1341881]","GO"
"GO:0045202","ENSMUSG00000007097","Atp1a2","ATPase, Na+/K+ transporting, alpha 2 polypeptide [Source:MGI Symbol;Acc:MGI:88106]","GO"
"GO:0045202","ENSMUSG00000007207","Stx1a","syntaxin 1A (brain) [Source:MGI Symbol;Acc:MGI:109355]","GO"
"GO:0045202","ENSMUSG00000007564","Ppp2r1a","protein phosphatase 2, regulatory subunit A, alpha [Source:MGI Symbol;Acc:MGI:1926334]","GO"
"GO:0045202","ENSMUSG00000007617","Homer1","homer scaffolding protein 1 [Source:MGI Symbol;Acc:MGI:1347345]","GO"
"GO:0045202","ENSMUSG00000007653","Gabrb2","gamma-aminobutyric acid (GABA) A receptor, subunit beta 2 [Source:MGI Symbol;Acc:MGI:95620]","GO"
"GO:0045202","ENSMUSG00000007659","Bcl2l1","BCL2-like 1 [Source:MGI Symbol;Acc:MGI:88139]","GO"
"GO:0045202","ENSMUSG00000007783","Cpt1c","carnitine palmitoyltransferase 1c [Source:MGI Symbol;Acc:MGI:2446526]","GO"
"GO:0045202","ENSMUSG00000007815","Rhoa","ras homolog family member A [Source:MGI Symbol;Acc:MGI:1096342]","GO"
"GO:0045202","ENSMUSG00000007989","Fzd3","frizzled class receptor 3 [Source:MGI Symbol;Acc:MGI:108476]","GO"
"GO:0045202","ENSMUSG00000008153","Clstn3","calsyntenin 3 [Source:MGI Symbol;Acc:MGI:2178323]","GO"
"GO:0045202","ENSMUSG00000008489","Elavl2","ELAV like RNA binding protein 1 [Source:MGI Symbol;Acc:MGI:1100887]","GO"
"GO:0045202","ENSMUSG00000008590","Htr3b","5-hydroxytryptamine (serotonin) receptor 3B [Source:MGI Symbol;Acc:MGI:1861899]","GO"
"GO:0045202","ENSMUSG00000008668","Rps18","ribosomal protein S18 [Source:MGI Symbol;Acc:MGI:98146]","GO"
"GO:0045202","ENSMUSG00000008682","Rpl10","ribosomal protein L10 [Source:MGI Symbol;Acc:MGI:105943]","GO"
"GO:0045202","ENSMUSG00000008892","Vdac3","voltage-dependent anion channel 3 [Source:MGI Symbol;Acc:MGI:106922]","GO"
"GO:0045202","ENSMUSG00000008932","Slc1a7","solute carrier family 1 (glutamate transporter), member 7 [Source:MGI Symbol;Acc:MGI:2444087]","GO"
"GO:0045202","ENSMUSG00000009073","Nf2","neurofibromin 2 [Source:MGI Symbol;Acc:MGI:97307]","GO"
"GO:0045202","ENSMUSG00000009394","Syn2","synapsin II [Source:MGI Symbol;Acc:MGI:103020]","GO"
"GO:0045202","ENSMUSG00000009406","Elk1","ELK1, member of ETS oncogene family [Source:MGI Symbol;Acc:MGI:101833]","GO"
"GO:0045202","ENSMUSG00000009681","Bcr","BCR activator of RhoGEF and GTPase [Source:MGI Symbol;Acc:MGI:88141]","GO"
"GO:0045202","ENSMUSG00000009894","Snap47","synaptosomal-associated protein, 47 [Source:MGI Symbol;Acc:MGI:1915076]","GO"
"GO:0045202","ENSMUSG00000009900","Wnt3a","wingless-type MMTV integration site family, member 3A [Source:MGI Symbol;Acc:MGI:98956]","GO"
"GO:0045202","ENSMUSG00000009927","Rps25","ribosomal protein S25 [Source:MGI Symbol;Acc:MGI:1922867]","GO"
"GO:0045202","ENSMUSG00000010086","Rnf112","ring finger protein 112 [Source:MGI Symbol;Acc:MGI:106611]","GO"
"GO:0045202","ENSMUSG00000010095","Slc3a2","solute carrier family 3 (activators of dibasic and neutral amino acid transport), member 2 [Source:MGI Symbol;Acc:MGI:96955]","GO"
"GO:0045202","ENSMUSG00000010609","Psen2","presenilin 2 [Source:MGI Symbol;Acc:MGI:109284]","GO"
"GO:0045202","ENSMUSG00000010803","Gabra1","gamma-aminobutyric acid (GABA) A receptor, subunit alpha 1 [Source:MGI Symbol;Acc:MGI:95613]","GO"
"GO:0045202","ENSMUSG00000010825","Grid2ip","glutamate receptor, ionotropic, delta 2 (Grid2) interacting protein 1 [Source:MGI Symbol;Acc:MGI:2176213]","GO"
"GO:0045202","ENSMUSG00000011877","Git1","GIT ArfGAP 1 [Source:MGI Symbol;Acc:MGI:1927140]","GO"
"GO:0045202","ENSMUSG00000012777","Acp4","acid phosphatase 4 [Source:MGI Symbol;Acc:MGI:3644563]","GO"
"GO:0045202","ENSMUSG00000012819","Cdh23","cadherin 23 (otocadherin) [Source:MGI Symbol;Acc:MGI:1890219]","GO"
"GO:0045202","ENSMUSG00000013033","Adgrl1","adhesion G protein-coupled receptor L1 [Source:MGI Symbol;Acc:MGI:1929461]","GO"
"GO:0045202","ENSMUSG00000013089","Etv5","ets variant 5 [Source:MGI Symbol;Acc:MGI:1096867]","GO"
"GO:0045202","ENSMUSG00000013160","Atp6v0d1","ATPase, H+ transporting, lysosomal V0 subunit D1 [Source:MGI Symbol;Acc:MGI:1201778]","GO"
"GO:0045202","ENSMUSG00000013236","Ptprs","protein tyrosine phosphatase, receptor type, S [Source:MGI Symbol;Acc:MGI:97815]","GO"
"GO:0045202","ENSMUSG00000013415","Igf2bp1","insulin-like growth factor 2 mRNA binding protein 1 [Source:MGI Symbol;Acc:MGI:1890357]","GO"
"GO:0045202","ENSMUSG00000013523","Bcas1","breast carcinoma amplified sequence 1 [Source:MGI Symbol;Acc:MGI:1924210]","GO"
"GO:0045202","ENSMUSG00000013629","Cad","carbamoyl-phosphate synthetase 2, aspartate transcarbamylase, and dihydroorotase [Source:MGI Symbol;Acc:MGI:1916969]","GO"
"GO:0045202","ENSMUSG00000013662","Atad1","ATPase family, AAA domain containing 1 [Source:MGI Symbol;Acc:MGI:1915229]","GO"
"GO:0045202","ENSMUSG00000013663","Pten","phosphatase and tensin homolog [Source:MGI Symbol;Acc:MGI:109583]","GO"
"GO:0045202","ENSMUSG00000013766","Ly6g6e","lymphocyte antigen 6 complex, locus G6E [Source:MGI Symbol;Acc:MGI:1917524]","GO"
"GO:0045202","ENSMUSG00000014602","Kif1a","kinesin family member 1A [Source:MGI Symbol;Acc:MGI:108391]","GO"
"GO:0045202","ENSMUSG00000014609","Chrne","cholinergic receptor, nicotinic, epsilon polypeptide [Source:MGI Symbol;Acc:MGI:87894]","GO"
"GO:0045202","ENSMUSG00000014932","Yes1","YES proto-oncogene 1, Src family tyrosine kinase [Source:MGI Symbol;Acc:MGI:99147]","GO"
"GO:0045202","ENSMUSG00000015120","Ube2i","ubiquitin-conjugating enzyme E2I [Source:MGI Symbol;Acc:MGI:107365]","GO"
"GO:0045202","ENSMUSG00000015143","Actn1","actinin, alpha 1 [Source:MGI Symbol;Acc:MGI:2137706]","GO"
"GO:0045202","ENSMUSG00000015149","Sirt2","sirtuin 2 [Source:MGI Symbol;Acc:MGI:1927664]","GO"
"GO:0045202","ENSMUSG00000015222","Map2","microtubule-associated protein 2 [Source:MGI Symbol;Acc:MGI:97175]","GO"
"GO:0045202","ENSMUSG00000015476","Prrt1","proline-rich transmembrane protein 1 [Source:MGI Symbol;Acc:MGI:1932118]","GO"
"GO:0045202","ENSMUSG00000015533","Itga2","integrin alpha 2 [Source:MGI Symbol;Acc:MGI:96600]","GO"
"GO:0045202","ENSMUSG00000015647","Lama5","laminin, alpha 5 [Source:MGI Symbol;Acc:MGI:105382]","GO"
"GO:0045202","ENSMUSG00000015656","Hspa8","heat shock protein 8 [Source:MGI Symbol;Acc:MGI:105384]","GO"
"GO:0045202","ENSMUSG00000015668","Pdzd11","PDZ domain containing 11 [Source:MGI Symbol;Acc:MGI:1919871]","GO"
"GO:0045202","ENSMUSG00000015702","Anxa9","annexin A9 [Source:MGI Symbol;Acc:MGI:1923711]","GO"
"GO:0045202","ENSMUSG00000015747","Vps45","vacuolar protein sorting 45 [Source:MGI Symbol;Acc:MGI:891965]","GO"
"GO:0045202","ENSMUSG00000015750","Aph1a","aph1 homolog A, gamma secretase subunit [Source:MGI Symbol;Acc:MGI:2385110]","GO"
"GO:0045202","ENSMUSG00000015766","Eps8","epidermal growth factor receptor pathway substrate 8 [Source:MGI Symbol;Acc:MGI:104684]","GO"
"GO:0045202","ENSMUSG00000015812","Gnrh1","gonadotropin releasing hormone 1 [Source:MGI Symbol;Acc:MGI:95789]","GO"
"GO:0045202","ENSMUSG00000015829","Tnr","tenascin R [Source:MGI Symbol;Acc:MGI:99516]","GO"
"GO:0045202","ENSMUSG00000015968","Cacna1d","calcium channel, voltage-dependent, L type, alpha 1D subunit [Source:MGI Symbol;Acc:MGI:88293]","GO"
"GO:0045202","ENSMUSG00000016349","Eef1a2","eukaryotic translation elongation factor 1 alpha 2 [Source:MGI Symbol;Acc:MGI:1096317]","GO"
"GO:0045202","ENSMUSG00000016382","Pls3","plastin 3 (T-isoform) [Source:MGI Symbol;Acc:MGI:104807]","GO"
"GO:0045202","ENSMUSG00000016487","Ppfibp1","PTPRF interacting protein, binding protein 1 (liprin beta 1) [Source:MGI Symbol;Acc:MGI:1914783]","GO"
"GO:0045202","ENSMUSG00000016664","Pacsin2","protein kinase C and casein kinase substrate in neurons 2 [Source:MGI Symbol;Acc:MGI:1345153]","GO"
"GO:0045202","ENSMUSG00000016933","Plcg1","phospholipase C, gamma 1 [Source:MGI Symbol;Acc:MGI:97615]","GO"
"GO:0045202","ENSMUSG00000017132","Cyth1","cytohesin 1 [Source:MGI Symbol;Acc:MGI:1334257]","GO"
"GO:0045202","ENSMUSG00000017167","Cntnap1","contactin associated protein-like 1 [Source:MGI Symbol;Acc:MGI:1858201]","GO"
"GO:0045202","ENSMUSG00000017314","Mpp2","membrane protein, palmitoylated 2 (MAGUK p55 subfamily member 2) [Source:MGI Symbol;Acc:MGI:1858257]","GO"
"GO:0045202","ENSMUSG00000017390","Aldoc","aldolase C, fructose-bisphosphate [Source:MGI Symbol;Acc:MGI:101863]","GO"
"GO:0045202","ENSMUSG00000017404","Rpl19","ribosomal protein L19 [Source:MGI Symbol;Acc:MGI:98020]","GO"
"GO:0045202","ENSMUSG00000017412","Cacnb4","calcium channel, voltage-dependent, beta 4 subunit [Source:MGI Symbol;Acc:MGI:103301]","GO"
"GO:0045202","ENSMUSG00000017631","Abr","active BCR-related gene [Source:MGI Symbol;Acc:MGI:107771]","GO"
"GO:0045202","ENSMUSG00000017740","Slc12a5","solute carrier family 12, member 5 [Source:MGI Symbol;Acc:MGI:1862037]","GO"
"GO:0045202","ENSMUSG00000017756","Slc12a7","solute carrier family 12, member 7 [Source:MGI Symbol;Acc:MGI:1342283]","GO"
"GO:0045202","ENSMUSG00000017765","Slc12a4","solute carrier family 12, member 4 [Source:MGI Symbol;Acc:MGI:1309465]","GO"
"GO:0045202","ENSMUSG00000017831","Rab5a","RAB5A, member RAS oncogene family [Source:MGI Symbol;Acc:MGI:105926]","GO"
"GO:0045202","ENSMUSG00000017978","Cadps2","Ca2+-dependent activator protein for secretion 2 [Source:MGI Symbol;Acc:MGI:2443963]","GO"
"GO:0045202","ENSMUSG00000018012","Rac3","Rac family small GTPase 3 [Source:MGI Symbol;Acc:MGI:2180784]","GO"
"GO:0045202","ENSMUSG00000018166","Erbb3","erb-b2 receptor tyrosine kinase 3 [Source:MGI Symbol;Acc:MGI:95411]","GO"
"GO:0045202","ENSMUSG00000018293","Pfn1","profilin 1 [Source:MGI Symbol;Acc:MGI:97549]","GO"
